question_id,step,arm,evidence_kind,operation,valid,execution_error,call_count,input_tokens,output_tokens,reasoning_tokens,cached_input_tokens,cost_usd,latency_ms
89941a94,31,C,tentative,NOOP,true,,1,973,47,0,0,0.000040866,504.7940719999606
89941a94,32,B,current,NOOP,true,,1,588,47,26,0,0.001646,2305.1248579999665
89941a94,32,C,current,ADD,true,,1,956,46,0,0,0.000040152,521.6037080000388
89941a94,33,B,current,NOOP,true,,1,597,39,18,0,0.001584,1596.6204780000262
89941a94,33,C,current,NOOP,true,,1,932,47,0,0,0.000039144,381.33972799999174
89941a94,34,B,current,NOOP,true,,1,599,70,49,0,0.001898,2946.7079549999908
89941a94,34,C,current,ADD,true,,1,934,46,0,0,0.000039228,373.2620299999835
89941a94,35,B,current,ADD,true,,1,605,82,62,0,0.00203,2987.1721070000203
89941a94,35,C,current,NOOP,true,,1,933,47,0,0,0.000039186,355.3318169999402
89941a94,36,B,tentative,NOOP,true,,1,644,41,20,0,0.001698,1421.1071310000261
89941a94,36,C,tentative,ADD,true,,1,947,46,0,0,0.000039774,438.12715100008063
89941a94,37,B,current,NOOP,true,,1,647,57,36,0,0.001864,3030.2823169999756
89941a94,37,C,current,NOOP,true,,1,962,47,0,0,0.000040404,342.18062600004487
89941a94,38,B,tentative,NOOP,true,,1,646,45,24,0,0.001742,1809.4418660000665
89941a94,38,C,tentative,ADD,true,,1,945,46,0,0,0.00003969,418.65658599999733
89941a94,39,B,tentative,NOOP,true,,1,643,47,26,0,0.001756,3203.6395800000755
89941a94,39,C,tentative,NOOP,true,,1,943,47,0,0,0.000039606,374.86301899992395
89941a94,40,B,tentative,ADD,true,,1,657,35,15,0,0.001664,1531.7302650000202
89941a94,40,C,tentative,ADD,true,,1,970,46,0,0,0.00004074,437.5623139999807
89941a94,41,B,tentative,NOOP,true,,1,698,174,153,0,0.003136,3321.4943620000267
89941a94,41,C,tentative,NOOP,true,,1,971,47,0,0,0.000040782,431.1302910000086
89941a94,42,B,tentative,NOOP,true,,1,693,47,26,0,0.001856,2326.489596999949
89941a94,42,C,tentative,NOOP,true,,1,965,47,0,0,0.00004053,367.4540389999747
89941a94,43,B,tentative,NOOP,true,,1,682,61,40,0,0.001974,2899.567296000081
89941a94,43,C,tentative,ADD,true,,1,929,46,0,0,0.000039018,353.39000699995086
89941a94,44,B,current,ADD,true,,1,704,57,37,0,0.001978,2687.995669999975
89941a94,44,C,current,ADD,true,,1,938,46,0,0,0.000039396,576.9621610000031
89941a94,45,B,tentative,NOOP,true,,1,730,59,38,0,0.00205,2207.7672419999726
89941a94,45,C,tentative,ADD,true,,1,923,46,0,0,0.000038766,487.5165890000062
89941a94,46,B,tentative,NOOP,true,,1,733,41,20,0,0.001876,1497.6491050000768
89941a94,46,C,tentative,NOOP,true,,1,908,47,0,0,0.000038136,499.7521649999544
89941a94,47,B,tentative,NOOP,true,,1,750,39,18,0,0.00189,1769.2847070000134
89941a94,47,C,tentative,NOOP,true,,1,938,47,0,0,0.000039396,385.8558620000258
89941a94,48,B,tentative,NOOP,true,,1,736,37,16,0,0.001842,1487.4412279999815
89941a94,48,C,tentative,NOOP,true,,1,911,47,0,0,0.000038262,391.61057200003415
89941a94,49,B,current,ADD,true,,1,732,97,77,0,0.002434,3379.842619999894
89941a94,49,C,current,ADD,true,,1,909,46,0,0,0.000038178,362.34926299995277
89941a94,50,B,current,NOOP,true,,1,707,19,0,0,0.001604,1448.3413369999034
89941a94,50,C,current,NOOP,true,,1,898,47,0,0,0.000037716,396.75301999994554
89941a94,51,B,tentative,NOOP,true,,1,714,33,12,0,0.001758,1547.9699810000602
89941a94,51,C,tentative,ADD,true,,1,907,46,0,0,0.000038094,421.82123400003184
89941a94,52,B,current,NOOP,true,,1,714,61,40,0,0.002038,4486.1407210000325
89941a94,52,C,current,ADD,true,,1,919,46,0,0,0.000038598,449.82171699998435
89941a94,53,B,current,NOOP,true,,1,745,44,23,0,0.00193,1849.8390290000243
89941a94,53,C,current,ADD,true,,1,933,46,0,0,0.000039186,562.3116930000251
89941a94,54,B,historical,NOOP,true,,1,718,46,25,0,0.001896,2266.899158999906
89941a94,54,C,historical,UPDATE,true,,2,2270,152,0,0,0.00009533999999999999,909.9391749999486
89941a94,55,B,current,NOOP,true,,1,718,50,29,0,0.001936,2541.8363159999717
89941a94,55,C,current,NOOP,true,,1,910,47,0,0,0.00003822,417.6595330000855
89941a94,56,B,current,NOOP,true,,1,717,50,29,0,0.001934,2964.3349140000064
89941a94,56,C,current,NOOP,true,,1,887,47,0,0,0.000037254,411.2984759999672
89941a94,57,B,historical,ADD,true,,1,732,82,62,0,0.002284,3442.7120580000337
89941a94,57,C,historical,ADD,true,,1,924,46,0,0,0.000038808,380.69773100013845
89941a94,58,B,tentative,NOOP,true,,1,709,19,0,0,0.001608,1287.3213329999708
89941a94,58,C,tentative,NOOP,true,,1,893,47,0,0,0.000037506,381.0802829999011
89941a94,59,B,tentative,NOOP,true,,1,722,35,14,0,0.001794,1645.575671999948
89941a94,59,C,tentative,NOOP,true,,1,906,47,0,0,0.000038052,459.19575299997814
89941a94,60,B,current,NOOP,true,,1,695,19,0,0,0.00158,1235.4383919998072
89941a94,60,C,current,NOOP,true,,1,896,47,0,0,0.000037632,438.35488100000657
89941a94,61,B,tentative,NOOP,true,,1,717,19,0,0,0.001624,1205.660208000103
89941a94,61,C,tentative,NOOP,true,,1,909,47,0,0,0.000038178,397.0138149999548
89941a94,62,B,current,NOOP,true,,1,718,52,31,0,0.001956,2203.2336210000794
89941a94,62,C,current,ADD,true,,1,914,46,0,0,0.000038388,431.44388599996455
89941a94,63,B,current,NOOP,true,,1,735,40,19,0,0.00187,1279.0969990000594
89941a94,63,C,current,ADD,true,,1,921,46,0,0,0.000038682,424.788382000057
89941a94,64,B,current,NOOP,true,,1,732,48,27,0,0.001944,2408.5128899998963
89941a94,64,C,current,ADD,true,,1,898,46,0,0,0.000037716,395.0195530001074
89941a94,65,B,historical,NOOP,true,,1,714,42,21,0,0.001848,1733.1462189999875
89941a94,65,C,historical,NOOP,true,,1,918,47,0,0,0.000038556,405.4923499999568
89941a94,66,B,current,NOOP,true,,1,713,19,0,0,0.001616,1254.53330000001
89941a94,66,C,current,NOOP,true,,1,945,47,0,0,0.00003969,425.29481700016186
89941a94,67,B,current,NOOP,true,,1,717,19,0,0,0.001624,1224.2235489999875
89941a94,67,C,current,NOOP,true,,1,907,47,0,0,0.000038094,408.7711310000159
89941a94,68,B,current,NOOP,true,,1,731,48,27,0,0.001942,2594.2421240000986
89941a94,68,C,current,NOOP,true,,1,923,47,0,0,0.000038766,395.23424499994144
89941a94,69,B,tentative,NOOP,true,,1,714,19,0,0,0.001618,1417.2378310000058
89941a94,69,C,tentative,NOOP,true,,1,898,47,0,0,0.000037716,361.5047940001823
89941a94,70,B,current,NOOP,true,,1,711,19,0,0,0.001612,1153.9320690000895
89941a94,70,C,current,NOOP,true,,1,905,47,0,0,0.00003801,380.82736600004137
89941a94,71,B,current,ADD,true,,1,731,158,138,0,0.003042,4457.820321000181
89941a94,71,C,current,ADD,true,,1,915,46,0,0,0.00003843,377.03362400014885
89941a94,72,B,current,NOOP,true,,1,703,54,33,0,0.001946,2210.0653069999535
89941a94,72,C,current,ADD,true,,1,922,46,0,0,0.000038724,415.88286299980246
89941a94,73,B,tentative,NOOP,true,,1,704,45,24,0,0.001858,1661.675314999884
89941a94,73,C,tentative,ADD,true,,1,905,46,0,0,0.00003801,371.25998199987225
89941a94,74,B,current,NOOP,true,,1,683,58,37,0,0.001946,4359.958631000016
89941a94,74,C,current,NOOP,true,,1,902,47,0,0,0.000037884,427.90644000004977
89941a94,75,B,historical,NOOP,true,,1,693,55,34,0,0.001936,1772.2693650000729
89941a94,75,C,historical,ADD,true,,1,910,46,0,0,0.00003822,442.12858400004916
89941a94,76,B,historical,ADD,true,,1,699,50,30,0,0.001898,2763.734296000097
89941a94,76,C,historical,ADD,true,,1,904,46,0,0,0.000037968,406.3260719999671
89941a94,77,B,current,NOOP,true,,1,684,19,0,0,0.001558,1804.8558349998202
89941a94,77,C,current,NOOP,true,,1,889,47,0,0,0.000037338,391.9580619998742
89941a94,78,B,tentative,NOOP,true,,1,704,50,29,0,0.001908,2523.1775899999775
89941a94,78,C,tentative,NOOP,true,,1,914,47,0,0,0.000038388,466.5974069999065
89941a94,79,B,tentative,NOOP,true,,1,732,63,42,0,0.002094,2790.298429999966
89941a94,79,C,tentative,ADD,true,,1,957,46,0,0,0.000040194,394.16477699996904
89941a94,80,B,current,NOOP,true,,1,681,19,0,0,0.001552,1643.890848999843
89941a94,80,C,current,NOOP,true,,1,891,47,0,0,0.000037422,409.84500700002536
89941a94,81,B,current,NOOP,true,,1,733,124,103,0,0.002706,3540.8730619999114
89941a94,81,C,current,NOOP,true,,1,921,47,0,0,0.000038682,436.14617399987765
89941a94,82,B,historical,NOOP,true,,1,708,106,85,0,0.002476,3315.812946999911
89941a94,82,C,historical,NOOP,true,,1,942,47,0,0,0.000039564,391.411495000124
89941a94,83,B,tentative,NOOP,true,,1,715,19,0,0,0.00162,1112.9287720001303
89941a94,83,C,tentative,NOOP,true,,1,931,47,0,0,0.000039102,429.64349099993706
89941a94,84,B,tentative,NOOP,true,,1,686,19,0,0,0.001562,1188.4933720000554
89941a94,84,C,tentative,NOOP,true,,1,898,47,0,0,0.000037716,403.35242099990137
89941a94,85,B,tentative,NOOP,true,,1,726,37,16,0,0.001822,1449.9280299998354
89941a94,85,C,tentative,ADD,true,,1,932,46,0,0,0.000039144,430.05096000013873
89941a94,86,B,historical,NOOP,true,,1,713,40,19,0,0.001826,2949.9040950001217
89941a94,86,C,historical,ADD,true,,1,958,46,0,0,0.000040236,445.10525099979714
89941a94,87,B,tentative,NOOP,true,,1,680,19,0,0,0.00155,1904.3164069999475
89941a94,87,C,tentative,NOOP,true,,1,895,47,0,0,0.00003759,362.5424569998868
89941a94,88,B,tentative,ADD,true,,1,723,61,41,0,0.002056,2500.467489999952
89941a94,88,C,tentative,NOOP,true,,1,951,47,0,0,0.000039942,573.0933769999538
89941a94,89,B,tentative,NOOP,true,,1,686,19,0,0,0.001562,1203.0092549999245
89941a94,89,C,tentative,NOOP,true,,1,898,47,0,0,0.000037716,440.9794159999583
89941a94,90,B,current,ADD,true,,1,727,61,41,0,0.002064,2722.558793999953
89941a94,90,C,current,ADD,true,,1,903,46,0,0,0.000037926,462.62066800007597
89941a94,91,B,historical,NOOP,true,,1,728,57,36,0,0.002026,2244.812471000012
89941a94,91,C,historical,UPDATE,true,,2,2329,152,0,0,0.000097818,844.6226080001798
89941a94,92,B,tentative,NOOP,true,,1,686,19,0,0,0.001562,1319.24028300005
89941a94,92,C,tentative,NOOP,true,,1,888,47,0,0,0.000037296,360.0653220000677
89941a94,93,B,current,UPDATE,true,,1,683,92,71,0,0.002286,3200.6824779999442
89941a94,93,C,current,ADD,true,,1,895,46,0,0,0.00003759,377.40974500006996
89941a94,94,B,tentative,NOOP,true,,1,704,39,18,0,0.001798,1734.339447000064
89941a94,94,C,tentative,NOOP,true,,1,889,47,0,0,0.000037338,345.6504559998866
89941a94,95,B,current,ADD,true,,1,735,112,92,0,0.00259,3544.8524780001026
89941a94,95,C,current,ADD,true,,1,920,46,0,0,0.00003864,418.40156000014395
89941a94,96,B,tentative,NOOP,true,,1,691,48,27,0,0.001862,2806.3169880001806
89941a94,96,C,tentative,NOOP,true,,1,914,47,0,0,0.000038388,468.4174039999489
89941a94,97,B,tentative,ADD,true,,1,733,220,200,0,0.003666,4529.385007000063
89941a94,97,C,tentative,UPDATE,true,,2,2256,155,0,0,0.000094752,850.5063040000387
89941a94,98,B,current,ADD,true,,1,685,116,96,0,0.00253,3576.6249490000773
89941a94,98,C,current,NOOP,true,,1,912,47,0,0,0.000038304,360.1222340001259
89941a94,99,B,historical,NOOP,true,,1,720,65,44,0,0.00209,3147.4503339999355
89941a94,99,C,historical,ADD,true,,1,938,46,0,0,0.000039396,470.1075369999744
89941a94,100,B,current,ADD,true,,1,653,54,34,0,0.001846,2965.452324999962
89941a94,100,C,current,ADD,true,,1,866,46,0,0,0.000036372,383.0952469999902
89941a94,101,B,tentative,NOOP,true,,1,669,19,0,0,0.001528,1278.6814659999218
89941a94,101,C,tentative,NOOP,true,,1,886,47,0,0,0.000037212,351.732761999825
89941a94,102,B,current,NOOP,true,,1,632,61,40,0,0.001874,2960.3170600000303
89941a94,102,C,current,ADD,true,,1,886,46,0,0,0.000037212,413.9942100001499
89941a94,103,B,current,ADD,true,,1,677,90,70,0,0.002254,2929.39964399999
89941a94,103,C,current,ADD,true,,1,888,46,0,0,0.000037296,367.4519899999723
89941a94,104,B,tentative,ADD,true,,1,654,58,38,0,0.001888,2583.603579999879
89941a94,104,C,tentative,ADD,true,,1,890,46,0,0,0.00003738,353.0501360001508
89941a94,105,B,tentative,UPDATE,true,,1,663,99,78,0,0.002316,3610.2068009998184
89941a94,105,C,tentative,NOOP,true,,1,903,47,0,0,0.000037926,359.6235779998824
89941a94,106,B,tentative,NOOP,true,,1,682,41,20,0,0.001774,2492.9195530000143
89941a94,106,C,tentative,NOOP,true,,1,867,47,0,0,0.000036414,556.5439239998814
89941a94,107,B,current,ADD,true,,1,718,63,43,0,0.002066,2538.088107000105
89941a94,107,C,current,ADD,true,,1,942,46,0,0,0.000039564,441.6840380001813
89941a94,108,B,current,UPDATE,true,,1,683,49,28,0,0.001856,2658.8431770000607
89941a94,108,C,current,UPDATE,true,,2,2113,154,0,0,0.00008874600000000001,780.3237749999389
89941a94,109,B,historical,NOOP,true,,1,701,83,62,0,0.002232,2988.3628869999666
89941a94,109,C,historical,NOOP,true,,1,958,47,0,0,0.000040236,432.55291899992153
89941a94,110,B,tentative,NOOP,true,,1,706,19,0,0,0.001602,1260.3984560000245
89941a94,110,C,tentative,NOOP,true,,1,899,47,0,0,0.000037758,403.06385499984026
89941a94,111,B,current,ADD,true,,1,666,18,0,0,0.001512,1253.5753450000193
89941a94,111,C,current,ADD,true,,1,889,46,0,0,0.000037338,371.1526840000879
89941a94,112,B,tentative,ADD,true,,1,678,235,215,0,0.003706,5169.354972000001
89941a94,112,C,tentative,ADD,true,,1,915,46,0,0,0.00003843,408.5670590000227
89941a94,113,B,historical,NOOP,true,,1,729,59,38,0,0.002048,3599.4003639998846
89941a94,113,C,historical,ADD,true,,1,964,46,0,0,0.000040488,377.3831629999913
89941a94,114,B,current,ADD,true,,1,648,59,39,0,0.001886,2646.9965380001813
89941a94,114,C,current,ADD,true,,1,948,46,0,0,0.000039816,417.0340810001362
89941a94,115,B,current,ADD,true,,1,663,61,41,0,0.001936,2975.4629369999748
89941a94,115,C,current,ADD,true,,1,926,46,0,0,0.000038892,421.870018000016
89941a94,116,B,current,NOOP,true,,1,653,43,22,0,0.001736,2168.6310460001696
89941a94,116,C,current,NOOP,true,,1,882,47,0,0,0.000037044,350.3990960000083
89941a94,117,B,tentative,NOOP,true,,1,661,19,0,0,0.001512,1276.0010339999571
89941a94,117,C,tentative,NOOP,true,,1,881,47,0,0,0.000037002,456.954561999999
89941a94,118,B,current,ADD,true,,1,698,57,37,0,0.001966,2280.9977009999566
89941a94,118,C,current,ADD,true,,1,912,46,0,0,0.000038304,423.8429880000185
89941a94,119,B,current,ADD,true,,1,655,18,0,0,0.00149,1474.5678969998844
89941a94,119,C,current,ADD,true,,1,888,46,0,0,0.000037296,378.97729100007564
89941a94,120,B,current,ADD,true,,1,644,48,28,0,0.001768,2760.173187999986
89941a94,120,C,current,ADD,true,,1,901,46,0,0,0.000037842,415.4802000001073
89941a94,121,B,current,ADD,true,,1,686,54,34,0,0.001912,3001.9590710001066
89941a94,121,C,current,ADD,true,,1,902,46,0,0,0.000037884,383.75309699983336
89941a94,122,B,current,NOOP,true,,1,637,74,53,0,0.002014,2734.7784639999736
89941a94,122,C,current,NOOP,true,,1,896,47,0,0,0.000037632,388.29689499991946
89941a94,123,B,tentative,NOOP,true,,1,662,19,0,0,0.001514,1197.4992269999348
89941a94,123,C,tentative,NOOP,true,,1,904,47,0,0,0.000037968,406.6719749998301
89941a94,124,B,current,NOOP,true,,1,676,41,20,0,0.001762,2352.436488999985
89941a94,124,C,current,ADD,true,,1,890,46,0,0,0.00003738,410.51674000010826
89941a94,125,B,historical,NOOP,true,,1,706,51,30,0,0.001922,2777.6728299998213
89941a94,125,C,historical,ADD,true,,1,951,46,0,0,0.000039942,365.98363099992275
89941a94,126,B,current,NOOP,true,,1,645,19,0,0,0.00148,1114.681673000101
89941a94,126,C,current,NOOP,true,,1,899,47,0,0,0.000037758,357.62351499986835
89941a94,127,B,tentative,NOOP,true,,1,675,55,34,0,0.0019,2374.156811000081
89941a94,127,C,tentative,ADD,true,,1,906,46,0,0,0.000038052,389.08256000000983
89941a94,128,B,tentative,NOOP,true,,1,697,32,11,0,0.001714,2059.670037999982
89941a94,128,C,tentative,NOOP,true,,1,951,47,0,0,0.000039942,371.44227700005285
89941a94,129,B,current,NOOP,true,,1,618,19,0,0,0.001426,1307.0244330000132
89941a94,129,C,current,NOOP,true,,1,866,47,0,0,0.000036372,404.988156999927
89941a94,130,B,current,ADD,true,,1,644,59,39,0,0.001878,2521.237424999941
89941a94,130,C,current,ADD,true,,1,880,46,0,0,0.00003696,500.40734499995597
89941a94,131,B,tentative,NOOP,true,,1,652,54,33,0,0.001844,2563.036873999983
89941a94,131,C,tentative,ADD,true,,1,857,46,0,0,0.000035994,412.2380369999446
89941a94,132,B,historical,ADD,true,,1,687,55,35,0,0.001924,2534.613828000147
89941a94,132,C,historical,ADD,true,,1,934,46,0,0,0.000039228,397.02013699989766
89941a94,133,B,current,ADD,true,,1,662,39,19,0,0.001714,1495.0356600000523
89941a94,133,C,current,ADD,true,,1,905,46,0,0,0.00003801,407.4450449999422
89941a94,134,B,current,ADD,true,,1,657,44,24,0,0.001754,2654.445485000033
89941a94,134,C,current,ADD,true,,1,902,46,0,0,0.000037884,381.697863999987
89941a94,135,B,current,ADD,true,SyntaxError: Unterminated string in JSON at position 147 (line 1 column 148),1,668,37,17,0,0.001706,1820.4827189999633
89941a94,135,C,current,ADD,true,SyntaxError: Unterminated string in JSON at position 147 (line 1 column 148),1,927,46,0,0,0.000038934,440.75525799999014
89941a94,136,B,tentative,ADD,true,,1,639,18,0,0,0.001458,1697.1895519999998
89941a94,136,C,tentative,ADD,true,,1,908,46,0,0,0.000038136,860.8978500000012
89941a94,137,B,current,ADD,true,,1,642,40,20,0,0.001684,2764.7242860000006
89941a94,137,C,current,ADD,true,,1,911,46,0,0,0.000038262,419.78972599999906
89941a94,138,B,tentative,NOOP,true,,1,624,96,75,0,0.002208,6148.9012790000015
89941a94,138,C,tentative,NOOP,true,,1,870,47,0,0,0.00003654,369.46373900000253
89941a94,139,B,tentative,NOOP,true,,1,640,67,46,0,0.00195,2799.3938479999997
89941a94,139,C,tentative,NOOP,true,,1,889,47,0,0,0.000037338,362.5315669999982
89941a94,140,B,tentative,NOOP,true,,1,664,71,50,0,0.002038,2800.3233899999977
89941a94,140,C,tentative,ADD,true,,1,922,46,0,0,0.000038724,383.17159600000014
89941a94,141,B,tentative,NOOP,true,,1,632,43,22,0,0.001694,1813.7905539999992
89941a94,141,C,tentative,ADD,true,,1,894,46,0,0,0.000037548,340.9607629999955
89941a94,142,B,tentative,NOOP,true,,1,660,38,17,0,0.0017,2016.0148610000033
89941a94,142,C,tentative,NOOP,true,,1,900,47,0,0,0.0000378,410.54323800000566
89941a94,143,B,tentative,NOOP,true,,1,663,146,125,0,0.002786,4430.6687720000045
89941a94,143,C,tentative,NOOP,true,,1,921,47,0,0,0.000038682,395.2353629999998
89941a94,144,B,tentative,NOOP,true,,1,643,43,22,0,0.001716,1742.3413619999992
89941a94,144,C,tentative,NOOP,true,,1,933,47,0,0,0.000039186,358.61023600000044
89941a94,145,B,tentative,NOOP,true,,1,627,19,0,0,0.001444,1426.467525
89941a94,145,C,tentative,NOOP,true,,1,873,47,0,0,0.000036666,490.80635800000164
89941a94,146,B,tentative,NOOP,true,,1,641,19,0,0,0.001472,1214.7167440000048
89941a94,146,C,tentative,NOOP,true,,1,895,47,0,0,0.00003759,389.52682300000015
89941a94,147,B,current,NOOP,true,,1,640,52,31,0,0.0018,2268.3846970000013
89941a94,147,C,current,ADD,true,,1,887,46,0,0,0.000037254,546.0777090000047
89941a94,148,B,tentative,NOOP,true,,1,670,19,0,0,0.00153,1630.2362920000014
89941a94,148,C,tentative,NOOP,true,,1,905,47,0,0,0.00003801,366.19484000000375
89941a94,149,B,tentative,NOOP,true,,1,662,19,0,0,0.001514,1307.5818819999986
89941a94,149,C,tentative,NOOP,true,,1,881,47,0,0,0.000037002,363.59716299999855
89941a94,150,B,current,ADD,true,,1,640,18,0,0,0.00146,1412.5963140000022
89941a94,150,C,current,ADD,true,,1,868,46,0,0,0.000036456,352.4059339999949
89941a94,151,B,current,UPDATE,true,,1,644,55,34,0,0.001838,2301.557609000003
89941a94,151,C,current,UPDATE,true,,2,2064,155,0,0,0.000086688,775.4022890000051
89941a94,152,B,current,NOOP,true,,1,639,60,39,0,0.001878,3277.8018870000087
89941a94,152,C,current,ADD,true,,1,896,46,0,0,0.000037632,420.33119799999986
89941a94,153,B,current,UPDATE,true,,1,705,123,102,0,0.00264,3420.125232000006
89941a94,153,C,current,ADD,true,,1,944,46,0,0,0.000039648,414.8777859999973
89941a94,154,B,tentative,NOOP,true,,1,731,47,26,0,0.001932,1811.389698999992
89941a94,154,C,tentative,NOOP,true,,1,945,47,0,0,0.00003969,352.6321820000012
89941a94,155,B,current,ADD,true,,1,710,63,43,0,0.00205,3093.700297000003
89941a94,155,C,current,ADD,true,,1,947,46,0,0,0.000039774,345.02412699999695
89941a94,156,B,current,UPDATE,true,,1,764,62,41,0,0.002148,2598.7193759999936
89941a94,156,C,current,ADD,true,,1,989,46,0,0,0.000041538,361.14605499999016
89941a94,157,B,current,ADD,true,,1,706,39,19,0,0.001802,2048.2973020000063
89941a94,157,C,current,ADD,true,,1,896,46,0,0,0.000037632,429.34167699998943
89941a94,158,B,current,UPDATE,true,,1,663,72,51,0,0.002046,2871.1565510000073
